	Unnamed: 0.1	PhraseId	SentenceId	Phrase	Sentiment
109	986	89180.0	4635	bodili function joke expect rich vein funni stuff in thi movi	3.0
110	988	84434.0	4368	differ in genr in doe not reli dumb gag anatom humor charact clich primarili reli charact tell stori	3.5
111	1006	44255.0	2147	nt need know icet coolj realiz far shoot concern someth rotten in state california	1.0
112	1013	125618.0	6749	funni old say goe becaus true	2.5
113	1016	58563.0	2951	time guy tap power emot thi kind materi effect stage	2.0
114	1030	56831.0	2857	movi amateurish minor treat	2.5
115	1038	88072.0	4575	arti jazzi peopl sit stare turn away one anoth instead talk silenc	1.0
116	1041	50659.0	2491	movi littl tire mayb origin inspir ha run cours	1.5
117	1048	88758.0	4611	impecc throughout	3.333333333333333
118	1049	19229.0	844	natur funni film home movi make crave chri smith next movi	4.0
119	1072	116511.0	6212	famili interact	2.333333333333333
120	1079	106973.0	5649	may not great piec filmmak power come soul eye view wellmean patron mask social injustic least repres thi case	2.0
121	1082	53349.0	2647	cho latest comic set nt sharp fresh one want still damn funni stuff	3.0
122	1091	83207.0	4297	difficult conceiv anyon ha reach puberti actual find charact in slacker antic amus let alon funni	0.25
123	1096	149627.0	8145	not deriv becaus plenti funni movi recycl old trope	1.5
124	1100	130573.0	7036	ineleg combin two unrel short fall far short director previou work in term themat content narr strength	1.0
125	1106	123167.0	6611	consumm actor barri ha done excel work	4.0
126	1109	122471.0	6568	spain greatest star wattag doe nt overcom tumult maudlin tragedi	1.0
127	1111	80356.0	4140	cheap ludicr attempt seriou horror	0.3333333333333333
128	1133	80748.0	4161	nt even bother rent thi video	0.0
129	1149	96720.0	5051	make differ	3.0
130	1179	72971.0	3727	perfect star vehicl grant allow final move away hi usual bumbl tongueti screen persona	3.0
131	1191	83177.0	4294	fourth in seri bet parent thought hope	2.0
132	1195	13034.0	561	thought heard mysteri voic felt power drawn toward light light exit sign	0.5
133	1211	142685.0	7744	de palma spent hour set fanci tabl serv up kraft macaroni chees	0.8
134	1223	27722.0	1273	unwilling defin hi hero background motiv	1.0
135	1225	115858.0	6175	script judgment sens weight way way	0.0
136	1267	49646.0	2433	misfir even tunney ca nt save	0.5
137	1282	86898.0	4504	genial never inspir littl stay	1.0
138	1283	136746.0	7395	too bad rest nt compel	1.3333333333333333
139	1287	127764.0	6871	not exagger enough parodi grossout flick colleg flick even flick in gener	1.0
140	1311	149359.0	8127	insan dysfunct rampantli design equilibrium becom concept doofu	0.0
141	1316	39467.0	1885	lrb kid rrb too bratti sympathi film grow final hi littl chang ring hollow	0.5
142	1317	73799.0	3775	suspect bore watch morvern callar charact in	0.0
143	1318	3182.0	120	mr polanski in hi element alon abandon still consol hi art ha ever reveal befor sourc hi spiritu surviv	3.0
144	1329	119374.0	6383	wrong reason besid	1.3333333333333333
145	1341	85831.0	4442	end movi definit convinc women spectacular	3.0
146	1347	68847.0	3497	guarante leav theater smile face	3.6666666666666665
147	1348	35416.0	1665	movi passion	2.25
148	1353	123359.0	6623	worth take kid	3.5
149	1357	75106.0	3851	sort lazi tearjerk give movi ordinari folk bad name	1.5
150	1373	119801.0	6408	thi charm slight tale ha warmth wit interest charact compassion portray	3.0
151	1385	5954.0	238	thought whatif heart well mind	3.333333333333333
152	1390	98920.0	5188	surprisingli bland despit heavi dose weird perform direct	1.25
153	1400	5983.0	240	chronicl not onli one man quest presid man singlehandedli turn plane full hardbitten cynic journalist wa essenti campaign end extend public depart	2.5
154	1405	120498.0	6443	complet aw iranian drama much fun grouchi ayatollah in cold mosqu	0.0
155	1425	50879.0	2504	masterpeic	3.6
156	1431	97639.0	5110	miseri peopl becom anoth voyeurist spectacl consum forgotten	0.0
157	1438	134570.0	7260	fall far short poetri not bad prose	3.0
158	1439	83533.0	4318	wo nt look religi fanat backyard shed way	2.5
159	1440	73709.0	3770	hardli object documentari great cinemat polem love moor loath got admir intens express hi convict	4.0
160	1441	135088.0	7292	lack idol energi passion detail	1.0
161	1444	55148.0	2750	modernday royal noth guy come scandal	1.0
162	1454	153442.0	8381	best way describ cross paul thoma anderson magnolia david lynch mulholland dr	2.0
163	1470	146751.0	7984	closest thing experi space travel	3.0
164	1471	16561.0	713	ferrara best film in year	4.0
165	1500	18731.0	822	metaphor abound easi take thi film face valu enjoy slightli humor tender stori	3.0
166	1517	64287.0	3255	pride themselv sophist discern tast thi might not seem like proper cup tea howev almost guarante even stuffiest cinema goer laugh hourandahalf	4.0
167	1520	55796.0	2791	grace move tribut courag new york finest nice underst express grief share nation sacrific	4.0
168	1522	6507.0	259	increasingli divers french director ha creat film one honestli describ look sound simpli feel like no film in recent histori	4.0
169	1558	116324.0	6202	anoth entertain romp robert rodriguez	3.0
170	1566	122483.0	6569	real women curv doe nt offer ani easi answer	2.0
171	1581	126242.0	6785	absurdist spider web	1.0
172	1604	39287.0	1875	bore meander	0.5
173	1625	150207.0	8182	doe nt flinch unsettl prognosi name legaci war kind perpetu pain	2.0
174	1629	41485.0	1996	offer big fat dumb laugh may make hate give in	1.0
175	1630	68132.0	3458	rehash everi gangster movi past decad	1.5
176	1640	50884.0	2505	divert french comedi in husband ha cope peski mood jealousi	2.0
177	1648	145180.0	7888	comedi nonexist	0.0
178	1660	117849.0	6293	neither rous success blind	2.0
179	1664	113604.0	6040	crisp psycholog drama lrb rrb fascin littl thriller would perfect old twilight zone episod	3.0
180	1665	82422.0	4256	movi narr gymnast ca nt disguis fact inauthent core stori nt worth tell	0.0
181	1675	144365.0	7838	smart funni honest enough provid pleasur slightli naughti justaboveaverag broadway play	4.0
182	1679	114570.0	6096	redeem featur chan film ha alway action stunt in tuxedo seem tire wors routin	1.0
183	1680	74045.0	3788	existenti drama without ani pretens associ term	3.0
184	1681	142163.0	7713	veri good film sit in place masterpiec	3.0
185	1689	128056.0	6889	stori zing way origin humour patho	3.6666666666666665
186	1694	6795.0	273	ha becom appar franchis best year long past	0.6666666666666666
187	1711	110133.0	5832	nt seen selfamus trash sinc freddi got finger	0.6666666666666666
188	1713	26107.0	1196	fascin in reckless	3.0
189	1725	62392.0	3154	make movi work admittedli limit extent commit two genuin engag perform	2.6666666666666665
190	1739	34364.0	1613	topic could make sailor blush	1.6666666666666667
191	1746	133083.0	7178	coral reef adventur heavyweight film fight good fight behalf world endang reef let pictur punch	4.0
192	1759	101498.0	5337	found orson well greatgrandson	2.0
193	1762	58259.0	2936	get hi secretari fax	2.0
194	1767	62460.0	3159	odd haphazard inconsequenti romant comedi	1.3333333333333333
195	1768	13382.0	576	fan sobadthey good cinema may find fun in thi jumbl mess	2.0
196	1795	126245.0	6786	twenti year later et still cinemat touchston	4.0
197	1808	114393.0	6084	canni deriv wildli gruesom portrait london sociopath scariest sadist	2.0
198	1809	30279.0	1406	wear heart sleev gaudi hawaiian shirt	2.0
199	1815	37390.0	1775	not realli bad might think	2.5
200	1822	93937.0	4901	onli merchant paid attent stori	1.6666666666666667
201	1843	110102.0	5831	someth fishi season holiday kid movi deriv moment convinc emot graviti scene santa give gift grownup	1.0
202	1847	9384.0	391	juli davi kathi lee gifford film director sadli prove onc ego doe nt alway go hand in hand talent	1.0
203	1848	99246.0	5205	sayl ha knack cast often resurrect perform rare work in movi draw flavor perform bland actor	4.0
204	1851	117545.0	6273	earnest yet curious tepid choppi recycl in predict onli winner	1.5
205	1877	50719.0	2495	first give audienc reason want put effort	1.5
206	1880	86688.0	4491	no amount burn blast stab shoot hide weak script	0.0
207	1908	151963.0	8293	three film form remark cohes whole visual themat consist sensit often excit treatment ignor peopl	4.0
208	1916	111095.0	5888	instanc old dog not onli learn invent remark new trick	3.0
209	1930	115233.0	6138	doe anyon much think central stori brendan behan wa bisexu sweetheart befor took drink	2.0
210	1931	105572.0	5574	cool event whole famili	3.25
211	1936	8368.0	348	saw thi movi well probabl not accur call movi	1.0
212	1941	152362.0	8314	mechan endeavor lrb rrb never bother question whi somebodi might devot time see	1.5
213	1944	135915.0	7341	modest masterpiec	3.5
214	1945	82923.0	4281	selfcongratulatori misguid illinform nonetheless compuls watchabl	2.0
215	1966	94272.0	4920	made natur film tribut woman whose passion thi region inhabit still shine in quiet blue eye	3.0
216	1970	129199.0	6948	dull simplemind stereotyp tale drug death mindnumb indiffer innerc street	0.0
217	1976	134420.0	7251	k 19 stay afloat decent dramaact flick	3.0
218	1980	47463.0	2313	film impress sight sound wondrou beat world ha offer	4.0
219	1981	150571.0	8206	whi buy movi milk tv cow free	1.0
220	1991	85006.0	4395	ha whipsmart sens narr bluff	3.0
221	1994	90284.0	4700	pleas discov tian meticul talent ha not wither dure hi enforc hiatu	3.0
222	1999	93265.0	4864	tour de forc drama astonishingli pivot role imagin in soul develop two rowdi teenag	3.0
223	2011	153079.0	8359	whi	2.0
224	2017	121332.0	6498	scene wreak routin film never manag gener singl threat suspens	2.0
225	2029	113030.0	6002	movi clumsili sentiment ineptli direct may leav speak in tongu	0.0
226	2053	7323.0	299	dreari movi	0.0
227	2064	49661.0	2435	film ha childlik qualiti	2.0
228	2066	149749.0	8152	even flaw revolut 9 prove compel interestingli told film	3.0
229	2067	64537.0	3266	reli too much convent in creat charact surround franki	1.6666666666666667
230	2088	56139.0	2812	watch sens open littl surpris	3.0
231	2094	79458.0	4093	lrb lin chung rrb voic rather unexcept even irrit lrb least thi western ear rrb make aw hard buy impetu complic love triangl develop three central charact	1.0
232	2103	89350.0	4645	onli in final surpris shot doe rabbitproof fenc find author look	2.0
233	2125	5132.0	202	nt fit well togeth neither well told	1.0
234	2129	65455.0	3316	obviou lrb jegyu rrb tri poetri get instead ha lyric limerick scrawl in public restroom	1.0
235	2138	133748.0	7217	stori touch though doe not quit enough emot reson varieti incid sustain featur even 85 minut feel bit long	1.5
236	2153	67077.0	3405	return never land much pc origin version lrb no racist portrait indian instanc rrb excit miss	1.0
237	2184	151010.0	8232	not everyon welcom accept trial henri kissing faith portraitur few argu debat join necessari time one	2.5
238	2197	155473.0	8510	never rise clever whatif concept	1.0
239	2199	145740.0	7921	out	2.2857142857142856
240	2200	79808.0	4112	may meant internet short save ryan privat	1.6666666666666667
241	2206	52477.0	2597	would benigni italian pinocchio ani easier sit thi hastili dub disast	0.0
242	2217	7975.0	326	noth episod smackdown	1.0
243	2219	112329.0	5965	religi film nt bailiwick	2.0
244	2221	44185.0	2142	good lrb success rrb rental	2.6666666666666665
245	2224	27639.0	1269	mariah carey give us anoth peek magic saw in glitter in wisegirl	3.0
246	2232	5430.0	217	superflu sequel plagu old familiar feel let get thi thing over everyon ha shown up appoint time place visibl enthusiasm mighti hard find	1.0
247	2269	105088.0	5551	found movi divid dysfunct famili portray	0.0
248	2273	42211.0	2033	imposs long limb sweetli conspiratori smile	2.6666666666666665
249	2288	23609.0	1071	disturb	1.25
250	2297	62574.0	3165	in auteil less dramat equal incis perform charismat charmer like seduc conquer	3.0
251	2302	129777.0	6985	unfortun carvey rubberfac routin no match insipid script ha craft harri goldberg	1.0
252	2304	24563.0	1118	anem pretenti	1.0
253	2311	129731.0	6980	highli engag	4.0
254	2316	37971.0	1806	even valiantli struggl remain interest least consciou could feel eyelid get veri heavi	0.0
255	2317	52393.0	2591	rest cast come across stick figur read line teleprompt	0.5
256	2332	2072.0	79	thi heartfelt stori nt veri involv one	1.0
257	2334	145810.0	7926	absolut amaz firsttim director kevin donovan manag find someth new add canon chan	3.333333333333333
258	2335	67512.0	3428	stori old scari one monster make vengeanc take	2.5
259	2339	30364.0	1410	creat drama welldefin sens place age in 15 year old torment angst becom almost operat us charact	3.0
260	2342	108216.0	5725	mention absolut refresh	3.0
261	2363	57690.0	2908	work too hard thi movi	1.25
262	2366	34234.0	1609	watch harri ham up physic emot disintegr over cours movi ha certain poignanc in light hi recent death boyd film offer littl els consequ	1.5
263	2373	126413.0	6796	fright vaniti film no doubt pay debt miramax felt owe benigni	1.5
264	2378	44115.0	2138	doe nt deserv pass grade lrb even curv rrb	0.0
265	2379	141061.0	7650	hardli necessari enterpris	1.25
266	2385	137792.0	7457	reason see sade lay chemistri complex relationship marqui lrb auteil rrb emili lrb le besco rrb	2.0
267	2390	36857.0	1746	taut sober film	4.0
268	2392	63509.0	3214	schmidt undoubtedli one finest film year	4.0
269	2394	18202.0	794	thin period piec	1.5
270	2396	55435.0	2767	poor ben bratt could nt find stardom mapquest email pointtopoint drive direct	0.0
271	2402	99442.0	5214	noth funni in thi everyjokeha beentolda thousandtim befor movi	0.6666666666666666
272	2410	99350.0	5210	weiss speck never make convinc case relev two 20thcenturi footnot	2.0
273	2416	147434.0	8022	beauti ach sad	3.25
274	2419	31098.0	1451	permeat whole stortel todd solondz oftentim funni yet ultim cowardli autocritiqu	2.0
275	2432	55047.0	2742	go movi theater	2.25
276	2449	146513.0	7971	irrit sadden martin lawrenc latest vehicl explod obnoxi 2500 screen someth bubba hotep clearli evid qualiti may end up languish shelf somewher	0.3333333333333333
277	2464	3995.0	151	spielberg realiz nearfutur america	2.0
278	2511	19006.0	834	fast funni action cartoon suspens enough older kid not too scari schoolag crowd	3.5
279	2515	21122.0	946	thing costner movi known sanctimoni selfright eager earn love want slap	1.0
280	2524	122169.0	6548	in great parti	3.0
281	2554	11104.0	475	extrem unpleas film	0.0
282	2555	92422.0	4813	let face nt mani reason anyon would want see crossroad not big fan teen pop kitten britney spear	1.0
283	2558	51178.0	2519	thi time old mib label stand milder nt better	1.0
284	2559	97344.0	5091	evid befor us answer clear not easili in end not well enough	1.0
285	2560	75359.0	3866	build robot haul em theatr late show put mysteri scienc theatr 3000 tribut almost certainli go go down worst onli killer websit movi thi ani year	0.0
286	2568	142184.0	7715	70yearold godard ha becom judg in prais love sort bitter old crank sit behind hi light meter harangu suppos injustic artist worldatlarg without much correct	2.0
287	2569	8844.0	368	terrif date movi whatev orient	3.0
288	2572	91322.0	4751	one terrif documentari collect bunch peopl enthusiast someth figur out make us share enthusiasm	4.0
289	2595	101551.0	5341	verbal duel two gift perform	3.333333333333333
290	2605	33398.0	1566	miller come film brace intellig vision painterli literari	4.0
291	2614	45499.0	2212	rich in shadowi metaphor sharp samurai sword jiang wen devil doorstep wartim farc in altern comic gutwrench style joseph heller kurt vonnegut	4.0
292	2621	115608.0	6161	make amaz breakthrough in first star role	3.0
293	2644	40190.0	1927	delici trim arriv earli stay late fill nearli everi minut lightheart glow impud snicker gloriou dose humankind liber abil triumph over scroog two	4.0
294	2652	112573.0	5979	film stark straightforward deadli unnatur calm occasion shaken blast rage later violent jealousi	2.0
295	2660	147238.0	8011	like silenc movi get under skin	2.333333333333333
296	2661	92590.0	4824	rather listless ambl down middl road themat ironi too obviou sexual polit too smug	0.75
297	2672	106270.0	5611	funni yet dark seedi clash cultur gener	3.0
298	2679	11621.0	502	film ha throwntogeth feel summercamp talent show hastili written underrehears arbitrarili plot fill crude humor vulgar innuendo	1.0
299	2692	106739.0	5637	storytel ha valu not deni	4.0
300	2693	26955.0	1238	lrb rrb clever thriller enough unexpect twist keep interest	3.0
301	2711	41794.0	2012	straight versu gay person ad	2.0
302	2715	17704.0	766	quiet disquiet triumph	3.0
303	2738	36695.0	1738	chouraqui bring documentarylik credibl horror kill field barbar ethnic cleans	3.0
304	2765	123826.0	6650	master disguis funni not ha ha funni dead circu perform funni	2.0
305	2775	2556.0	98	report card doe nt live up exalt taglin definit room improv	1.0
306	2779	103721.0	5470	writer dude think hi name wa uh michael zaidan wa suppos like written screenplay someth dude onli thing ever saw wa written down zero paycheck	0.5
307	2787	78996.0	4065	spin web dazzl entertain may overst spiderman certainli deliv good	4.0
308	2799	112142.0	5954	perform solid mere lack origin make great movi	2.5
309	2824	134823.0	7277	reason whi halftim onli fifteen minut long	1.5
310	2828	16173.0	698	bard black comedi	2.0
311	2830	108997.0	5771	sink usual cafeteria goulash fart joke masturb joke racist japanes joke	1.0
312	2836	44245.0	2146	movi happen jacki chan in	1.5
313	2837	155303.0	8501	certainli beauti look not veri inform titular charact no challeng averag televis biopic	2.0
314	2843	144734.0	7856	schaeffer film never settl lightfoot enchant materi need charact quirk foibl never jell charm	0.5
315	2844	141340.0	7667	supposedli base upon real least soberli report incid film end larg human tragedi	2.0
316	2846	45287.0	2203	creat viscer sens charact live conflict emot carri far abov could melodramat lifetim channelstyl antholog	2.5
317	2854	43048.0	2078	sound like cruel decept carri out men margin intellig reactionari idea women total lack empathi	0.75
318	2862	129129.0	6944	start smack hallmark hall fame few four letter word thrown in gener not heard televis	1.0
319	2863	131713.0	7101	final whistl convinc thi mean machin wa decent tv outing doe nt big screen magic	1.0
320	2885	135546.0	7320	noth gain watch	0.75
321	2896	147654.0	8035	maudlin way stori unfold suggest director fight urg sensation hi materi	1.5
322	2913	55094.0	2747	unspeak unbear dull featur ream flatli deliv dialogu heroin come across shallow dimwit	0.0
323	2916	141440.0	7673	cast beauti shot	3.0
324	2920	53887.0	2675	wife actress work well doe becaus lrb lead rrb companion coupl	3.0
325	2929	102894.0	5422	thi documentari dazzl remark unpretenti remind lrb evan rrb lost got back	4.0
326	2940	16107.0	693	ought whole lot scarier in thi tepid genr offer	1.0
327	2948	123067.0	6606	sober particularli anyon still think thi conflict resolv easili soon	2.0
328	2960	155025.0	8483	ragbag clich	0.5
329	2990	55258.0	2755	onc subtl viscer film never succumb trap maudlin tear offer instead unflinch gaze measur faith in futur	4.0
330	2991	26568.0	1219	nt know frailti turn bill paxton alist director rest contentedli knowledg made least one damn fine horror movi	3.5
331	3014	78900.0	4060	see film tell no reason whi anyon bother rememb	0.0
332	3016	74293.0	3806	fulfordwierzbicki deftli captur wisebeyondheryear teen	2.5
333	3024	141257.0	7662	may also best sex comedi environment pollut ever made	4.0
334	3029	115190.0	6136	sex iron ha littl stori becom someth lame tri evad respons never ever leav larg dog alon toddler	1.0
335	3035	7709.0	312	irrit soulsearch garbag	0.0
336	3037	102608.0	5402	consist funni austin power film	3.5
337	3057	13307.0	573	well groupiescholar peter bogdanovich took long time final provid hi broadsid publish giant william randolph hearst	3.0
338	3088	138426.0	7496	thi pure excit moviemak	4.0
339	3092	69926.0	3558	make esther kahn demand progress in lowkey manner risk monotoni	1.0
340	3094	18910.0	830	els doggi wink	2.0
341	3101	130928.0	7057	focus too much max fill screen thi tortur dull artist monsterinth make	1.0
342	3105	113951.0	6058	although disney follow standard formula in thi anim adventur feel forc usual	1.0
343	3106	69186.0	3515	confus in death smoochi someth ugli mindless	1.0
344	3123	97462.0	5097	buy criterion dvd	2.0
345	3126	95818.0	5007	spirit visual treat take chanc bold studio standard lack strong narr	2.5
346	3131	143895.0	7810	movi like scorses mean street redon someon ignor in favor old juvenil delinqu paperback titl like leather warrior switchblad sexpot	1.0
347	3141	38794.0	1851	film ha too mani spot slipperi foot accept entertain entir famili one especi fit kiddi	2.0
348	3151	141005.0	7648	in tri best world end up fall short whole	1.0
349	3155	7809.0	318	happi headi jumbl thought storytel insan comic undertak ultim coher sane breathtakingli creativ film	4.0
350	3178	150455.0	8198	wa hope would sleazi fun wa neither	1.0
351	3184	37798.0	1798	becom fascin studi isol frustrat success recreat physic set emot tension papin sister	3.0
352	3214	101638.0	5350	sorri say thi seal deal arnold not back	1.0
353	3216	32540.0	1525	jampack liter bruis joke	2.0
354	3220	118983.0	6360	releas film word dog in titl in januari lend easi joke insult snow dog deserv everi singl one	0.0
355	3223	83580.0	4320	follow thing not entertain bad sound lack climax worst watch seinfeld lrb also one film produc rrb everyth look like good guy	0.0
356	3224	52803.0	2616	next	2.1666666666666665
